TIMESTAMP,NEE_VUT_REF,Cumulative
20031024,0.337327,-443.2502836
20031025,-1.92297,-445.1732536
20031026,-0.632114,-445.8053676
20031027,0.0277451,-445.7776225
20031028,0.168932,-445.6086905
20031029,-0.75222,-446.3609105
20031030,0.69052,-445.6703905
20031031,-0.406254,-446.0766445
20031101,-0.231822,-446.3084665
20031102,-0.2115,-446.5199665
20031103,-0.0482041,-446.5681706
20031104,-0.102752,-446.6709226
20031105,0.356823,-446.3140996
20031106,-0.253475,-446.5675746
20031107,-0.968255,-447.5358296
20031108,-1.4101,-448.9459296
20031109,-0.562128,-449.5080576
20031110,-0.273936,-449.7819936
20031111,-0.0316983,-449.8136919
20031112,-0.516118,-450.3298099
20031113,-0.428847,-450.7586569
20031114,-1.06813,-451.8267869
20031115,-0.665145,-452.4919319
20031116,-0.476757,-452.9686889
20031117,-0.609503,-453.5781919
20031118,0.184641,-453.3935509
20031119,-0.436726,-453.8302769
20031120,-1.62664,-455.4569169
20031121,-0.972847,-456.4297639
20031122,-0.352346,-456.7821099
20031123,0.629126,-456.1529839
20031124,-0.435763,-456.5887469
20031125,0.085494,-456.5032529
20031126,0.13344,-456.3698129
20031127,-0.167928,-456.5377409
20031128,-0.836943,-457.3746839
20031129,0.209717,-457.1649669
20031130,-0.305413,-457.4703799
20031201,0.212842,-457.2575379
20031202,0.344786,-456.9127519
20031203,0.0933062,-456.8194457
20031204,0.371478,-456.4479677
20031205,-0.389657,-456.8376247
20031206,0.0571358,-456.7804889
20031207,0.116042,-456.6644469
20031208,0.0218264,-456.6426205
20031209,0.273107,-456.3695135
20031210,0.358807,-456.0107065
20031211,0.181466,-455.8292405
20031212,0.242855,-455.5863855
20031213,0.546224,-455.0401615
20031214,0.104252,-454.9359095
20031215,-0.377026,-455.3129355
20031216,0.282001,-455.0309345
20031217,0.153954,-454.8769805
20031218,0.396755,-454.4802255
20031219,0.136352,-454.3438735
20031220,0.130384,-454.2134895
20031221,-0.383668,-454.5971575
20031222,-0.580382,-455.1775395
20031223,0.209445,-454.9680945
20031224,0.090711,-454.8773835
20031225,0.131371,-454.7460125
20031226,0.0331715,-454.712841
20031227,0.120836,-454.592005
20031228,-0.014241,-454.606246
20031229,-0.576186,-455.182432
20031230,0.241545,-454.940887
20031231,0.139375,-454.801512
20040101,0.203228,-454.598284
20040102,0.22871,-454.369574
20040103,0.329846,-454.039728
20040104,-0.116326,-454.156054
20040105,-0.139371,-454.295425
20040106,0.232078,-454.063347
20040107,0.530328,-453.533019
20040108,0.495929,-453.03709
20040109,0.470589,-452.566501
20040110,0.0822491,-452.4842519
20040111,-0.229893,-452.7141449
20040112,-0.00229751,-452.7164424
20040113,0.474262,-452.2421804
20040114,0.440331,-451.8018494
20040115,0.372837,-451.4290124
20040116,0.373081,-451.0559314
20040117,-0.0641934,-451.1201248
20040118,0.0778479,-451.0422769
20040119,0.43642,-450.6058569
20040120,0.516697,-450.0891599
20040121,0.319563,-449.7695969
20040122,0.298623,-449.4709739
20040123,0.412371,-449.0586029
20040124,0.389373,-448.6692299
20040125,0.363478,-448.3057519
20040126,0.370424,-447.9353279
20040127,0.346174,-447.5891539
20040128,0.293575,-447.2955789
20040129,0.275939,-447.0196399
20040130,0.286783,-446.7328569
20040131,0.300816,-446.4320409
20040201,0.469476,-445.9625649
20040202,0.398493,-445.5640719
20040203,0.368895,-445.1951769
20040204,0.492391,-444.7027859
20040205,0.441186,-444.2615999
20040206,0.516499,-443.7451009
20040207,0.415186,-443.3299149
20040208,0.386097,-442.9438179
20040209,0.207904,-442.7359139
20040210,0.245335,-442.4905789
20040211,0.498711,-441.9918679
20040212,0.711902,-441.2799659
20040213,0.187091,-441.0928749
20040214,0.552222,-440.5406529
20040215,0.22724,-440.3134129
20040216,0.513328,-439.8000849
20040217,0.276185,-439.5238999
20040218,0.246614,-439.2772859
20040219,0.366392,-438.9108939
20040220,0.423186,-438.4877079
20040221,0.315446,-438.1722619
20040222,0.270277,-437.9019849
20040223,0.45894,-437.4430449
20040224,0.501867,-436.9411779
20040225,0.521427,-436.4197509
20040226,0.770876,-435.6488749
20040227,0.821766,-434.8271089
20040228,0.940035,-433.8870739
20040229,0.691279,-433.1957949
20040301,0.632857,-432.5629379
20040302,0.598734,-431.9642039
20040303,0.723468,-431.2407359
20040304,0.227763,-431.0129729
20040305,0.658108,-430.3548649
20040306,-0.0383087,-430.3931736
20040307,0.267384,-430.1257896
20040308,0.223936,-429.9018536
20040309,0.39309,-429.5087636
20040310,0.8916,-428.6171636
20040311,0.466905,-428.1502586
20040312,0.331836,-427.8184226
20040313,0.227807,-427.5906156
20040314,0.113781,-427.4768346
20040315,0.203537,-427.2732976
20040316,-0.0846794,-427.357977
20040317,0.204049,-427.153928
20040318,0.714389,-426.439539
20040319,0.771735,-425.667804
20040320,0.492023,-425.175781
20040321,0.0524324,-425.1233486
20040322,1.43659,-423.6867586
20040323,0.210408,-423.4763506
20040324,0.500353,-422.9759976
20040325,0.739916,-422.2360816
